Id,AC#,Artist,Title,Date,Medium,Dimensions,Category
773,661755-16,"EVANS, Steven","Lowe Marschalk & Goodgoll, 20 Richmond Street East, mezzanine; Aldo and Francesco Piccaluga Design Consultants",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
774,661755-17,"EVANS, Steven","Lowe Marschalk & Goodgoll, 20 Richmond Street East, office of Mr. Goodgoll; Aldo and Francesco Piccaluga Design Consultants",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
775,661755-10,"EVANS, Steven","Marc Laurent Store, 110 Bloor Street West, desk; Bruce Kuwabara and Thomas Payne Architects",1986,photograph,"frame: 54 x 44 cm / 21 1/4"" x 17 5/16""",photograph
776,661755-09,"EVANS, Steven","Marc Laurent Store, 110 Bloor Street West; Bruce Kuwabara and Thomas Payne Architects",1986,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
777,661755-11,"EVANS, Steven","Market Square, Front Street and Church Street, looking North; Jerome Markson Architects",1984,photograph,"frame: 77 x 67 cm / 30 5/16"" x 26 3/8""",photograph
778,661755-02,"EVANS, Steven","Metropolitan Central YMCA, 20 Grosvenor Street, view of staircase; A.J. Diamond and Partners",1985,photograph,"frame: 54 x 44 cm / 21 1/4"" x 17 5/16""",photograph
779,661755-03,"EVANS, Steven","Metropolitan Central YMCA, 20 Grosvenor Street, view of Swimming Pool; A.J. Diamond and Partners",1985,photograph,"frame: 66 x 77 cm / 26"" x 30 5/16""",photograph
780,661755-05,"EVANS, Steven","Metropolitan Central YMCA, 20 Grosvenor Street; A.J. Diamond and Partners",1985,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
781,661755-42,"EVANS, Steven","Millcroft Inn, Alton, Ontario, south wall; Hamilton Ridgely Bennett Architects",1977,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
782,661755-43,"EVANS, Steven","Millcroft Inn, Alton, Ontario, west canopy; Hamilton Ridgely Bennett Architects",1977,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
783,661755-48,"EVANS, Steven","Mississauga Civic Centre, Burnhamthorpe Road, Mississauga, aerial view; Jones & Kirkland Architects",1986,photograph,"frame: 66 x 77 cm / 26"" x 30 5/16""",photograph
784,661755-49,"EVANS, Steven","Mississauga Civic Centre, Burnhamthorpe Road, Mississauga, Council Chamber; Jones & Kirkland Architects",1986,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
785,661755-51,"EVANS, Steven","Mississauga Civic Centre, Burnhamthorpe Road, Mississauga, Great Hall; Jones & Kirkland Architects",1986,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
786,661755-52,"EVANS, Steven","Mississauga Civic Centre, Burnhamthorpe Road, Mississauga, Great Hall; Jones & Kirkland Architects",1986,photograph,"frame: 66 x 77 cm / 26"" x 30 5/16""",photograph
787,661755-50,"EVANS, Steven","Mississauga Civic Centre, Burnhamthorpe Road, Mississauga, stairs; Jones & Kirkland Architects",1986,photograph,"frame: 54 x 44 cm / 21 1/4"" x 17 5/16""",photograph
788,661755-40,"EVANS, Steven","North York Civic Centre, Yonge Street, Park Home Avenue, Beecroft Avenue, detail of curtain wall; Moriyama & Teshima Architects",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
789,661755-39,"EVANS, Steven","North York Civic Centre, Yonge Street, Park Home Avenue, Beecroft Avenue, overview; Moriyama & Teshima Architects",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
790,661755-25,"EVANS, Steven","Queen's Quay Terminal, 207 Queen`s Quay West, detail of arcade; Zeidler Roberts Partnership",1983,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
791,661755-21,"EVANS, Steven","Queen's Quay Terminal, 207 Queen`s Quay West; Zeidler Roberts Partnership",1983,photograph,"frame: 67 x 77 cm / 26 3/8"" x 30 5/16""",photograph
792,661755-24,"EVANS, Steven","Queen's Quay Terminal, 207 Queen's Quay West, atrium; Zeidler Roberts Partnership",1983,photograph,"frame: 54 x 44 cm / 21 1/4"" x 17 5/16""",photograph
793,661755-22,"EVANS, Steven","Queen's Quay Terminal, 207 Queen's Quay West, interior view; Zeidler Roberts Partnership",1983,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
794,661755-23,"EVANS, Steven","Queen's Quay Terminal, 207 Queen's Quay West, spiral stair; Zeidler Roberts Partnership",1983,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
795,661755-29,"EVANS, Steven","Spadina Gardens, Spadina Quay, Queen`s Quay West, East Pergola; Baird/Sampson Architects with JBM Landscape Architects",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
796,661755-30,"EVANS, Steven","Spadina Gardens, Spadina Quay, Queen's Quay West, streetscape, view across park; Baird/Sampson Architects with JBM Lands",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
797,661755-47,"EVANS, Steven","Tampold Residence, 16 May Tree Road, North York, exterior; Tampold Wells Architects",1986,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
798,661755-46,"EVANS, Steven","Tampold Residence, 16 May Tree Road, North York, interior stairs; Tampold Wells Architects",1986,photograph,"frame: 54 x 44 cm / 21 1/4"" x 17 5/16""",photograph
799,619942,"EWEN, Paterson","Thunder Cloud as a Generator  42/50",1976,lithograph,"78.1 x 56.5 cm / 30 3/4"" x 22 1/4""; frame: 98.5 x 75 cm / 38 3/4"" x 29 1/2""","work on paper"
800,624431,"FAIRHEAD, Patricia Mary",Kemptville,n.d.,"oil on canvas","40.6 x 50.8 cm / 16"" x 20""",painting
801,100444,"FAIRHEAD, Patricia Mary","Seven Sisters #1",2006,"oil on canvas","91.4 x 121.9 cm / 36"" x 48""; frame: 98.4 x 127 cm / 38 3/4"" x 50""",painting
802,692680,"FALARDEAU, Antoine-Sebastien","Saint Catherine of Alexandria (after Mariotto Albertinelli, Italian, 1474-1515)",n.d.,"oil on canvas","sight: 105 x 66.2 cm / 41 5/16"" x 26""; frame: 140 x 102 cm / 55 1/8"" x 40 1/8""",painting
803,623802,"FALARDEAU, Antoine-Sebastien","The Conspiracy of Catiline (after Niccolo Cassana, Italian 1659-1714)",n.d.,"oil on canvas","sight: 100.5 x 120 cm / 39 9/16"" x 47 1/4""; frame: 136 x 156.2 cm / 53 1/2"" x 61 1/2""",painting
804,661638,"FALKENBERG, Edward George (Ed)","Beech Leaf",1992,"stainless steel","305 x 473 x 122 cm / 120"" x 186 1/4"" x 48""; 2,300 lbs / 1043 kg",sculpture
805,658659-01,"FALKENBERG, Edward George (Ed)","Beech Leaf [maquette, part 1 of 2]",1991,wood,"38 x 33 x 20 cm / 15"" x 13"" x 7 7/8""",sculpture
806,658659-02,"FALKENBERG, Edward George (Ed)","Beech Leaf [maquette, part 2 of 2]","c. 1991","mixed media","50.8 x 76.2 cm / 20"" x 30""","mixed media"
807,623348,"FALKENBERG, Edward George (Ed)","Daybreak (Horizon Series) [maquette]",1979,"mixed media","21.6 x 144.8 x 31.8 cm / 8 1/2"" x 57"" x 12 1/2""","mixed media"
808,661693-01,"FALKENBERG, Edward George (Ed)","Land Form [maquette, part 1 of 2]",n.d.,"mixed media","17.2 x 39 x 47 cm / 6 3/4"" x 15 3/8"" x 18 1/2""","mixed media"
809,661693-02,"FALKENBERG, Edward George (Ed)","Land Form [maquette, part 2 of 2]",n.d.,"mixed media","51 x 76.5 cm / 20 1/8"" x 30 1/8""","mixed media"
810,661694,"FALKENBERG, Edward George (Ed)","Table and Chair [maquette]",1991,"mixed media","57.2 x 38.7 x 38.8 cm / 22 1/2"" x 15 1/4"" x 15 1/4""","mixed media"
811,624430,"FANAIS, George Sarras","Ontario Hunter",1959,"oil on canvas","96.5 x 81.3 cm / 38"" x 32""",painting
812,617302,"FARLEY, H. A.","Queen Elizabeth",n.d.,"oil on canvas","65.5 x 49 cm / 25 3/4"" x 19 5/16""; frame: 80.5 x 64.3 cm / 31 11/16"" / 25 5/16""",portrait
813,101073,"FARROW, Mary Ellen","More Than Supple",2003,limestone,"40.6 x 71.1 x 33 cm / 16"" x 28"" x 13""",sculpture
814,100373,"FERDINANDS, Frances","Economic Rationality",1995,"acrylic on canvas","81.3 x 81.3 cm / 32"" x 32""; frame: 83.8 x 83.8 cm / 33"" x 33""",painting
815,101112,"FERDINANDS, Frances",Relic,1995,"oil on canvas","109.2 x 63.5 cm / 43"" x 25""",painting
816,661695,"FILIPOVIC, Augustin","Abstract Forms [maquette]",n.d.,"mixed media","plexi box/base: 37.5 x 43.2 x 28 cm / 14 3/4"" x 17"" x 11""; sculpture: 14.6 x 28 x 9 cm / 5 3/4"" x 11"" x 3 1/2""","mixed media"
817,100356,"FINCH, Judy","Early Morning at Knothole",2005,"oil on canvas","27.7 x 35.6 cm / 11"" x 14""",painting
818,661684,"FINN, Linda","Coldest Day of the Year",1986,"watercolour on paper","frame: 72 x 139 cm / 28 3/8"" x 54 3/4"" (see master for details)","work on paper"
819,100100,"FINN, Linda","Rock Legend",1991,"mixed media","sight: 41.5 x 48 cm / 16 5/15"" x 18 7/8""; frame: 62 x 66.5 cm / 24 3/8"" x 26 3/16""","mixed media"
820,100137,"FINN, Linda","Rock Rhythm #5",n.d.,"watercolour on paper","42 x 56 cm / 16 1/2"" x 22""","work on paper"
821,100136,"FINN, Linda","Rock Seams",n.d.,"watercolour on paper","42 x 56 cm / 16 1/2"" x 22""","work on paper"
822,658547,"FINN, Linda","The Rock Legend",n.d.,"mixed media","48.3 x 89 cm / 19"" x 35""","mixed media"
823,661713,"FINN, Linda","Untitled [maquette, 3 parts]",n.d.,"mixed media","[1] 18 x 26.8 cm / 7.1"" x 10.6""; [2] 25.5 x 12.5 cm / 10"" x 5""; [3] 22.5 x 18 cm / 8.9"" x 7.1""","mixed media"
824,658548,"FISCHER, Helen","Archaic Watch, LaCloche Mountains",1991,"watercolour on paper","35.6 x 53.3 cm / 14"" x 21""","work on paper"
825,623857,"FIVE POTTERS STUDIO,",Untitled,"c. 1968",ceramics,"121.9 x 1066.8 cm / 48"" x 420""",ceramic
826,662323,"FLEMING, Peter","Reception Desk for John B. Aird Gallery",n.d.,furniture,"overall: 107 x 188 x 285 cm / 42 1/8"" x 74"" x 112 1/4"" (H x L x W)",furnishings
827,619976,"FLETCHER, Karen","Hands and Nest",1977,"ink drawing","49.5 x 39.4 cm / 19 1/2"" x 15 1/2""","work on paper"
828,619977,"FLETCHER, Karen","Hands and Skull",1977,"ink drawing","49.5 x 39.4 cm / 19 1/2"" x 15 1/2""","work on paper"
829,101295,"FOLTYN, Agnieszka","Nest 2",2014,"graphite on paper","152 x 152 cm / 59 7/8 x 59 7/8""; frame: 147 x 140 cm / 58"" x 55""","work on paper"
830,101074,"FOLTYN, Agnieszka",Stockings,2010,"mixed media","91.4 x 95.2 cm / 36"" x 37 1/2""","mixed media"
831,101075,"FOLTYN, Maya",Quietude,2011,"mixed media","44.2 x 190 cm / 17 1/2"" x 74 3/4""","mixed media"
832,692667,"FORBES, John Colin","Hon. George Brown [Leader, Coalition Government of 1864-65]",n.d.,"oil on canvas","sight: 179 x 126.4 cm / 70 1/2"" x 49 3/4""; frame: 213.2 x 161.5 / 84"" x 63 5/8""",portrait
833,632973,"FORBES, John Colin","Hon. John McMurrich [MLC Canada; first MPP York North; 1862-1871]",n.d.,"oil on canvas","81.5 x 65.8 cm / 32 1/10"" x 25 9/10""",portrait
834,636648,"FORBES, John Colin","Mary Alice Flesher Sproule","c. 1915/1916","oil on canvas","115.6 x 80 cm / 45 1/2"" x 31 1/2""",portrait
835,620504,"FORBES, John Colin","William Henry Lee [Clerk, Exec Council; Clerk, Queen's Privy Council, 1853-72]",1876,"oil on canvas","77.5 x 64.8 cm / 30 1/2"" x 25 1/2""",portrait
836,694161,"FORBES, Kenneth Keith","Hon. Albert Edward Matthews, DCL, LL D [Lieutenant Governor of Ontario, 1937-46]",1942,"oil on canvas","104.1 x 83.8 cm / 41"" x 33""",portrait
837,692712,"FORBES, Kenneth Keith","Hon. Alfred Wallace Downer [Speaker of the Ontario Legislature, 1955-59]","c. 1961","oil on canvas","124.5 x 100.3 cm / 49"" x 39 1/2""; frame: 143 x 118 cm / 56 1/4"" x 46 1/2""",portrait
838,619711,"FORBES, Kenneth Keith","Hon. Donald Hugo Morrow [Speaker of the Ontario Legislature, 1963-67]",1967,"oil on canvas","124.5 x 99.7 cm / 49"" x 39 1/4""; frame: 145 x 119 cm / 57"" x 47""",portrait
839,605038,"FORBES, Kenneth Keith","Hon. George Howard Ferguson, KC, LL D [Premier of Ontario, 1923-30]",1931,"oil on canvas","237.5 x 151.1 cm / 93 1/2"" x 59 1/2""",portrait
840,605019,"FORBES, Kenneth Keith","Hon. Leslie Miscampbell Frost, PC, CC, QC, LL.D., DCL [Premier of Ontario, 1949-61]",1962,"oil on canvas","sight: 126 x 100.5 cm / 49 1/2"" x 39 1/2""; frame: 148.2 x 123.3 cm / 58 1/4"" x 48 1/2""",portrait
841,622105,"FORBES, Kenneth Keith","Hon. Leslie Miscampbell Frost, PC, CC, QC, LL.D., DCL [Premier of Ontario, 1949-61]",1962,"oil on canvas","125.1 x 99.7 cm / 50"" x 40""; frame: 149.9 x 124.5 cm / 59"" x 49""",portrait
842,605030,"FORBES, Kenneth Keith","Hon. Thomas Laird Kennedy [Prime Minister of Ontario, 1948-49]","c. 1949-1950","oil on canvas","sight: 110.3 x 85.2 cm / 43 1/2"" x 33 1/2""; frame: 133.7 x 109.2 cm / 52 1/2"" x 43""",portrait
843,692725,"FORBES, Kenneth Keith","Hon. William Murdoch [Speaker of the Ontario Legislature, 1960-63]",1963,"oil on canvas","125.7 x 100.3 cm / 49 1/2"" x 39 1/2""; frame: 147 x 122 cm / 58"" x 48""",portrait
844,694154,"FORBES, Kenneth Keith","Lieutenant-Colonel The Hon. John Keiller Mackay, DSO, VD, QC, DCL, LL D [Lieutenant Governor of Ontario, 1957-63]",1963,"oil on canvas","114.3 x 86.4 cm / 45"" x 34""",portrait
845,605007,"FORBES, Kenneth Keith","Sir John George Lambton, first Earl of Durham [Governor General of British North America, 1838]","c. 1956","oil on canvas","sight: 89.7 x 69.3 cm / 35 1/4"" x 27 1/4""; frame: 112.7 x 92.2 cm / 44 1/2"" x 36 1/4""",portrait
846,692994,"FORSTER, John Wycliffe Lowes (J.W.L)","Colonel John Graves Simcoe [Lieutenant Governor of Upper Canada, 1791-96]","c. 1903","oil on canvas","154.3 x 110.5 cm / 60 3/4"" x 43 1/2""; frame: 198 x 155.5 cm / 78"" x 61 1/4""",portrait
847,626223,"FORSTER, John Wycliffe Lowes (J.W.L)","Dr. Willet Green Miller [first Provincial Geologist of Ontario, 1902-25]",n.d.,"oil on canvas","sight: 134 x 94.5 cm / 52 3/4"" x 37 1/4""; frame: 168.2 x 128.7 cm / 66 1/4"" x 50 5/8""",portrait
848,693203,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Arthur Sturgis Hardy, KC [Premier of Ontario, 1896-99]","c. 1901","oil on canvas","134.6 x 100.3 cm / 53"" x 39 1/2""",portrait
849,692927,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Charles Clarke [Speaker of the Ontario Legislature, 1880-86]","c. 1904","oil on canvas","75.6 x 62.2 cm / 29 3/4"" x 24 1/2""; frame: 110 x 94 cm / 43 1/4"" x 37""",portrait
850,619800,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Christopher Finlay Fraser, QC [Provincial Secty and Registrar 1873-4; Commissioner of Public Works 1874-94]","c. 1896","oil on canvas","106.7 x 120.7 cm / 42"" x 47 1/2""",portrait
851,693208,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Ernest Charles Drury [Premier of Ontario, 1919-23]","c. 1923","oil on canvas","241.3 x 153.7 cm / 95"" x 60 1/2""",portrait
852,692926,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Jacob Baxter, MD [Speaker of the Ontario Legislature, 1887-90]","c. 1905","oil on canvas","75.6 x 62.2 cm / 29 3/4"" x 24 1/2""; frame: 110 x 94 cm / 43 1/4"" x 37""",portrait
853,693133,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. John Beverley Robinson [Lieutenant Governor of Ontario, 1880-87]",1895,"oil on canvas","111.8 x 83.8 cm / 44"" x 33""",portrait
854,605040,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. John Sandfield Macdonald, QC [Premier of Ontario, 1867-71]","c. 1904","oil on canvas","sight: 218 x 134.5 cm / 85 3/4"" x 53""; frame: 261.9 x 179.2 cm / 103"" x 70 1/2""",portrait
855,692922,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Joseph Wesley St. John [Speaker of the Ontario Legislature, 1905-07]","c. 1906","oil on canvas","125.7 x 89.5 cm / 49 1/2"" x 35 1/4""; frame: 165 x 129 cm / 65"" x 50 13/16""",portrait
856,693205,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Robert Baldwin, CB [Jt Premier of Province of Canada 1842-43; 1848-51]","c. 1906","oil on canvas","sight: 167.5 x 114 cm / 66"" x 45""; frame: 205 x 153 cm / 80 3/4"" x 60 1/4""",portrait
857,693202,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Sir George William Ross, Kt., LL D, FRSC [Premier of Ontario, 1899-1905]","c. 1904","oil on canvas","201.7 x 135.9 cm / 79 3/8"" x 53 1/2""",portrait
858,693206,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Sir James Pliny Whitney, KCMG, KC, DCL, LL D [Premier of Ontario, 1905-14]","c. 1906","oil on canvas","218.4 x 134 cm / 86"" x 52 3/4""",portrait
859,619801,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Sir John Morison Gibson, KCMG, KGStJ, KC, LL D [Lieutenant Governor of Ontario, 1908-14]",1915,"oil on canvas","153.7 x 111.8 cm / 60 1/2"" x 44""",portrait
860,619855,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Sir William Mulock, PC, KCMG, KC, LL D [Postmaster General, Chief Justice, 1896-1936]",1922,"oil on canvas","113 x 88.9 cm / 44 1/2"" x 35""",portrait
861,619802,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Sir William Ralph Meredith, KC, LL D [Chief Justice, 1894-23]",n.d.,"oil on canvas","231.1 x 165.1 cm / 91"" x 65""; frame: 282 x 213 cm / 111"" x 84""",portrait
862,692925,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Thomas Ballantyne [Speaker of the Ontario Legislature, 1891-94]",1903,"oil on canvas","75.6 x 62.9 cm / 29 3/4"" x 24 3/4""; frame: 110 x 94 cm / 43 1/3"" x 37""",portrait
863,692722,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Thomas Crawford [Speaker of the Ontario Legislature, 1907-11]",1910,"oil on canvas","127 x 87.6 cm / 50"" x 34 1/2""; frame: 156.7 x 119 cm / 61 3/4"" x 47""",portrait
864,620507,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. Timothy Blair Pardee, QC [Provincial Scty, Commissioner Crown Lands; 1872-1889]","c. 1897","oil on canvas","101.6 x 81.3 cm / 40"" x 32""",portrait
865,692721,"FORSTER, John Wycliffe Lowes (J.W.L)","Hon. William Henry Hoyle [Speaker of the Ontario Legislature, 1912-14]",1914,"oil on canvas","127 x 90.2 cm / 50"" x 35 1/2""; frame: 158 x 122 cm / 62 1/4"" x 48""",portrait
866,692991,"FORSTER, John Wycliffe Lowes (J.W.L)","Major-General James Wolfe [Commander-in-Chief, British Forces, 1759, Quebec]","c. 1901","oil on canvas","153 x 110.5 cm / 60 1/4"" x 43 1/2""; frame: 198 x 155.5 cm / 78"" x 61 1/4""",portrait
867,692993,"FORSTER, John Wycliffe Lowes (J.W.L)","Major-General Sir Isaac Brock, KB [President and Administrator of Upper Canada, 1811-12]","c. 1900","oil on canvas","150.5 x 109.2 cm / 59 1/4"" x 43""; frame: 190 x 146 cm / 74 3/4"" x 57 1/2""",portrait
868,605017,"FORSTER, John Wycliffe Lowes (J.W.L)","Major-General The Hon. Aeneas Shaw [Member of Leg Council UC, 1794; Adjutant General, War of 1812]","c. 1902","oil on canvas","sight: 153.7 x 111.2 cm / 50 1/2"" x 43 3/4""; frame: 198.5 x 156 cm / 78 1/8"" x 61 7/16""",portrait
869,623357,"FORSTER, John Wycliffe Lowes (J.W.L)","Plough Deep While Sluggards Sleep",n.d.,"oil on canvas","sight: 99.1 x 129.8 cm / 39"" x 51 1/8""; frame: 119 x 150 cm / 46 7/8"" x 59 1/16""",painting
870,622616,"FORSTER, John Wycliffe Lowes (J.W.L)","Robert Mathison, MA [Superintendant and Principal, Ontario School for Deaf, 1879-1906]",1923,"oil on canvas","125.7 x 90.8 cm / 49 1/2"" x 35 3/4""; frame: 154.9 x 119.4 cm / 61"" x 47""",portrait
871,694152,"FORSTER, John Wycliffe Lowes (J.W.L)","Sir William Mortimer Clark, Kt., KC, LL D [Lieutenant Governor of Ontario, 1903-08]",1907,"oil on canvas","111.8 x 81.3 cm / 44"" x 32""",portrait
872,605039,"FORSTER, John Wycliffe Lowes (J.W.L)","The Rt. Hon Sir John Alexander Macdonald, PC, GCB, QC, DCL, LL D [Prime Minister of Canada, 1867-73; 1878-91]","c. 1906","oil on canvas","sight: 180.5 x 126.4 cm / 71"" x 49 3/4""; frame: 217.7 x 163.5 cm / 85 3/4"" x 64 1/2""",portrait
873,606898,"FORSTER, John Wycliffe Lowes (J.W.L)","William Lyon Mackenzie [MLA UC / Canada West; first Mayor of Toronto, 1828-35]",n.d.,"oil on canvas","sight: 167.5 x 113.6 cm / 66"" x 44 3/4""; frame: 205.5 x 152 cm / 81"" x 59 3/4""",portrait
874,640585,"FORSYTHE, Doug","East-West Series ""A""  57/100",n.d.,print,"81 x 51 cm / 31 7/8"" x 20 1/8""","work on paper"
875,640586,"FORSYTHE, Doug","East-West Series ""B""  67/150",n.d.,print,"81 x 51 cm / 31 7/8"" x 20 1/8""","work on paper"
876,640583,"FORSYTHE, Doug","Landscape at Dusk  4/150",n.d.,print,"43 x 53 cm / 17"" x 20 7/8""","work on paper"
877,101350,"FORSYTHE, Doug","Late Harvest",2015,"acrylic on canvas","99 x 99 cm / 39"" x 39""",painting
878,640584,"FORSYTHE, Doug","Mill Cove  73/150",n.d.,print,"43 x 79 cm / 17"" x 31 1/8""","work on paper"
879,101349,"FORSYTHE, Doug","On Georgian Bay Series E",2015,"acrylic on canvas","81.2 x 228.6 cm / 32"" x 90""",painting
880,623341,"FOSTER, Michael","Interplay [maquette, 2 parts]","c. 1979","mixed media","a) 44.5 x 61 cm / 17 1/2"" x 24""; b) 55.9 x 71.1 cm / 22"" x 28""","mixed media"
881,622014,"FOUNTAIN, Henry","Hamilton Railroad Tracks",n.d.,"ink drawing","50.5 x 76.2 cm / 19 7/8"" x 30""","work on paper"
882,622604,"FOUNTAIN, Henry",Untitled,1970,"oil on canvas","60 x 90.5 cm / 23 5/8"" x 35 5/8""; frame: 74.9 x 105.4 cm / 29 1/2"" x 41 1/2""",painting
883,635331,"FOURNIER, Barbara","Great Horned Owl  39/100",1977,print,"sight: 38 x 33 cm / 15"" x 13""; image: 34.9 x 30.5 cm / 13 3/4"" x 12""","work on paper"
884,635344,"FOURNIER, Barbara","Ruffled Grouse  39/100",1977,print,"sight: 38 x 33 cm / 15"" x 13""; image: 34.9 x 30.5 cm / 13 3/4"" x 12""","work on paper"
885,630156,"FOURNIER, Paul",Lagoon,1979,"acrylic on canvas","73.7 x 304.8 cm / 29"" x 120""",painting
886,623079,"FOURNIER, Paul","Lakeside #3",1967,"mixed media","76.8 x 86.4 cm / 30 1/4"" x 34""","mixed media"
887,623074,"FOUSA, A.H.","Out of the Fog",n.d.,photograph,"17.5 x 26.5 cm / 6 7/8"" x 10 7/16""",photograph
888,623073,"FOUSA, A.H.","Westward Bound",n.d.,photograph,"17.5 x 26.5 cm / 6 7/8"" x 10 7/16""",photograph
889,692613,"FOWLER, Daniel","Beech Trees",1886,"watercolour on paper","26.7 x 39.4 cm / 10 1/2"" x 15 1/2""","work on paper"
890,622011,"FOWLER, Daniel","Edge of the Woods",1882,"watercolour on paper","47 x 68.6 cm / 18 1/2"" x 27""","work on paper"
891,619872,"FOWLER, Daniel","Head of Amherst Island [river]",1890,"watercolour on paper","28.3 x 38.7 cm / 11 1/8"" x 15 1/4""","work on paper"
892,619799,"FOWLER, Daniel","Summer Has Come Again [lilacs]",1874-1875,"watercolour on paper","69.4 x 48.3 cm / 27 5/16"" x 19""","work on paper"
