Id,AC#,Artist,Title,Date,Medium,Dimensions,Category
152,632660,"ARTIST UNKNOWN,","Sir Casimir Stanislaus Gzowski, KCMG [Administrator of the Province of Ontario, 1896-97]",n.d.,lithograph,"sight: 34.3 x 26.7 cm / 13 1/2"" x 10 1/2""; image: 24.1 x 18.4 cm / 9 1/2"" x 7 1/4""","work on paper"
153,661780,"ARTIST UNKNOWN,","Table [Baularide, lamp table], 20th c.",n.d.,furniture,"73 x 62.3 cm / 28 3/4"" x 24 1/2"" dia.",furnishings
154,100062,"ARTIST UNKNOWN,","Table [round with inlaid top]",n.d.,furniture,n/a,furnishings
155,646468,"ARTIST UNKNOWN,","Table Desk [one drawer, fluted legs]",n.d.,wood,"76.3 x 167.7 x 92.8 cm / 30"" x 66"" x 36 1/2""",furnishings
156,100031,"ARTIST UNKNOWN,","Tea Caddy with interior fittings [Regency style, 19th c.]",n.d.,furniture,"19 x 31 x 15.8 cm / 7 1/2"" x 12 3/16"" x 6 1/4""",furnishings
157,100045,"ARTIST UNKNOWN,","Tea Kettle and Stand [electro plated silver]","c. 1850",silver,"kettle: 35.5 cm x 28.5 cm / 14"" x 11 1/4""",furnishings
158,100163,"ARTIST UNKNOWN,","The Constitution is Yours [scroll]",1982,"mixed media","with rope: 100.3 x 35.6 cm / 39 1/2"" x 14""; without rope: 81.3 x 35.6 cm / 32"" x 14""","mixed media"
159,100476,"ARTIST UNKNOWN,","The Earth and the Sky  A/P",1998,lithograph,"sheet: 76 x 56 cm / 30"" x 22""; image: 49.6 x 39.5 cm / 19 1/2"" x 15 1/8""","work on paper"
160,619790,"ARTIST UNKNOWN,","The Repenting Magdalene (after unknown Old Master)",n.d.,"oil on canvas","sight: 49 x 36.6 cm / 19 5/16"" x 14 3/8""; frame: 68.7 x 56.5 cm / 27"" x 22 1/4""",painting
161,622104,"ARTIST UNKNOWN,","The Rt. Hon. Benjamin Disraeli, KG, first Earl of Beaconsfield",n.d.,plaster,"41.3 x 20.3 x 20.3 cm / 16 1/4"" x 8"" x 8""",bust
162,622042,"ARTIST UNKNOWN,","The Supper at Emmaus (after follower of Jacopo Palma il Vecchio, Italian, c. 1480-1528)",n.d.,"oil on canvas","sight: 150.5 x 203 cm / 59 1/4"" x 80""; frame: 184 x 236 cm / 72 7/16"" x 93""",painting
163,101135,"ARTIST UNKNOWN,","Thistletown Regional Centre",1977,ceramics,"91.4 x 139.7 cm / 36"" x 55""",ceramic
164,100161,"ARTIST UNKNOWN,","Trapezophora [Griffins, pair], Italian [marble top not original]",n.d.,marble,"each: 78 x 48.5 x 13.5 cm / 30 3/4"" x 19 1/8"" x 5 5/16""; top: 122 x 92 cm / 48"" x 36 1/4""",sculpture
165,637077,"ARTIST UNKNOWN,","Untitled [leapfrog]",n.d.,wood,"45.7 x 6.2 x 9.3 cm / 18"" x 2 7/16"" x 3 5/8""",sculpture
166,661761,"ARTIST UNKNOWN,","Untitled [log cabin, barn raising]",n.d.,textile,"201 x 186 cm / 79 1/8"" x 73 1/4""",sculpture
167,623082,"ARTIST UNKNOWN,","Untitled [man smoking pipe]",n.d.,wood,"15 x 7 x 8.6 cm / 6"" x 2 3/4"" x 3 3/8""",sculpture
168,662318,"ARTIST UNKNOWN,","Untitled [miners]",n.d.,wood,"103 x 127 x 58 cm / 40 1/2"" x 50"" x 22 7/8""",sculpture
169,619787,"ARTIST UNKNOWN,","Untitled [Pastorale with Boy, Donkey and Cattle]",n.d.,"oil on canvas","sight: 56.5 x 76.3 cm / 22 1/4"" x 30""; frame: 69.3 x 89.5 cm / 27 5/16"" x 35 1/4""",painting
170,632690,"ARTIST UNKNOWN,","Untitled [still life with vegetables]",n.d.,"pastel on paper","67.9 x 81.9 cm / 26 3/4"" x 32 1/4""","work on paper"
171,634311,"ARTIST UNKNOWN,","Untitled [The House of Lords, 1863]",n.d.,print,"sight: 76.8 x 112.4 cm / 30 1/4"" x 44 1/4""; image: 62.2 x 99.1 cm / 24 1/2"" x 39""","work on paper"
172,623096,"ARTIST UNKNOWN,","Untitled [woman with pot]",n.d.,wood,"19.9 x 6.2 x 3.5 cm / 7 7/8"" x 2 7/16"" x 1 3/8""",sculpture
173,100194,"ARTIST UNKNOWN,","Upholstered Chair [armchair with pale yellow upholstery]",n.d.,furniture,n/a,furnishings
174,100195,"ARTIST UNKNOWN,","Upholstered Chair [blue dot upholstery with carved clam shell motif on arms]",n.d.,furniture,n/a,furnishings
175,623010,"ARTIST UNKNOWN,","Venus de Milo (also known as the Aphrodite of Melos; after the Hellinistic marble, c. 100 B.C.)",n.d.,marble,"61 x 17.8 x 19 cm / 24"" x 7"" x 7 1/2"" (pedestal: 97 x 38 cm / 38 3/16"" x 15"" dia.)",sculpture
176,661770,"ARTIST UNKNOWN,","W.A. Knisley Monument",1907,"mixed media",n/a,"mixed media"
177,623084,"ARTIST UNKNOWN,","Walrus Hunter","c. 1958-1959",soapstone,"31.1 x 15.2 x 21.6 cm / 12 1/4"" x 6"" x 8 1/2""",sculpture
178,661794,"ARTIST UNKNOWN,","Wine Cooler [Regency]","c. 1820",wood,"36.8 x 76.2 x 53.3 cm / 14 1/2"" x 30"" x 21"" (oval)",furnishings
179,661782,"ARTIST UNKNOWN,","Writing Table [Regency style]","c. 1800-1825",furniture,"83.8 x 111.8 x 52 cm / 33"" x 44"" x 20 1/2""",furnishings
180,100042,"ARTIST UNKNOWN,","Writing Table with Double Cupboard [provincial design]",n.d.,furniture,"129.5 x 109.2 x 50.8 cm / 51"" x 43"" x 20""",furnishings
181,101187,"ARTIST UNKNOWN, after Harris","The Fathers of the Confederation [from the Painting by Harris]",n.d.,reproduction,"58.5 x 89.5 cm / 23"" x 35 1/4""; frame: 78.5 x 112 cm / 31"" x 44""","work on paper"
182,620502,"ARTIST UNKNOWN, after Sir David Wilkie, R.A.","Village Politicians",n.d.,engraving,"sight: 47 x 57.2 cm / 18 1/2"" x 22 1/2""; image: 41.9 x 55.9 cm / 16 1/2"" x 22""","work on paper"
183,693137,"ARTIST UNKNOWN, after SMART","Major-General Sir George Arthur, Bart., KCB [Lieutenant Governor of Upper Canada, 1838-41]","c. 1887","oil on canvas","sight: 110 x 82 cm / 43"" x 32"" ; frame: 141.2 x 112.5 cm / 55 1/2"" x 44 1/4""",portrait
184,101054,"ASHTON, Valerie","Red Fields",2006,"pastel on paper","61 x 72.2 cm / 24"" x 30""; frame: 63.5 x 77.47 cm / 25"" x 30 1/2""","work on paper"
185,100471,"ASSELIN, Adrien","Matin des f‚es",1985,"oil on linen","115 x 80.6 cm / 45 1/2"" x 31 3/4""",painting
186,630163,"ASTMAN, Barbara",Red,1980,"mixed media","121.9 x 121.9 cm / 48"" x 48""; frame: 128 x 123 cm / 50 3/8"" x 48 7/16""","mixed media"
187,622080,"ATKINSON, William","Indian Summer Evening, Normandy",1899,"watercolour on paper","38.7 x 27.9 cm / 15 1/4"" x 11""","work on paper"
188,619831,"ATKINSON, William",October,1904,"oil on canvas","sight: 75.2 x 100.5 cm / 30"" x 40""; frame: 90.5 x 116 cm / 35 5/8"" x 45 5/8""",painting
189,622038,"ATKINSON, William","The Old Town, Brittany, Night Effect",1913,"oil on canvas","sight: 50 x 65.5 cm / 20"" x 25 3/4""; frame: 67.5 x 83.5 cm / 26 9/16"" x 32 7/8""",painting
190,100401,"ATLIN, Kim","An In-Between Time",2006,"oil on canvas","76.2 cm x 152.4 cm / 30"" x 60""",painting
191,658500,"ATYEO, Brian M.","Channel Light",n.d.,"watercolour on paper","55.6 x 74.3 cm / 22"" x 29 1/4""","work on paper"
192,658501,"ATYEO, Brian M.","La Cloche Vista",n.d.,"watercolour on paper","36.8 x 54.3 cm / 14 1/2"" x 21 3/8""","work on paper"
193,623326,"AUDALUK, Isa","Untitled [man lifting seal]","c. 1975",soapstone,"25.4 x 13.4 x 12.7 cm / 10"" x 5 5/16"" x 5""",sculpture
194,100108,"AUSTERBERRY, Deanna","Crown of Thorns",n.d.,"ink drawing","22.5 x 30 cm / 8 7/8"" x 11 13/16""","work on paper"
195,100107,"AUSTERBERRY, Deanna","Flight to Freedom",n.d.,unknown,"22.5 x 30 cm / 8 7/8"" x 11 13/16""","work on paper"
196,658502,"AUSTERBERRY, Deanna","The Canoe",n.d.,etching,"sight: 21.6 x 28.6 cm / 8 1/2"" x 11 1/4""","work on paper"
197,635725,"AUSTIN, Roy","Country Side",1980,"oil on board","30.5 x 40.6 cm / 12"" x 16""",painting
198,635724,"AUSTIN, Roy","East Side - Agawa Canyon",1976,"oil on board","30.5 x 40.6 cm / 12"" x 16""",painting
199,634360,"AYAGUTAINA, Ekaluksituk","Spear Fisher  19/30",1964,print,"86.4 x 55.9 cm / 34"" x 22""","work on paper"
200,649365,"AZIZ, Philip John Andrew Ferris","""Life in Death"" Pine Tree - Life Cycle of Pine Tree #1",1964,"mixed media","181.7 x 105.5 x 7.7 cm / 71 1/2"" x 41 1/2"" x 3"" (frame integral part of work)","mixed media"
201,649367,"AZIZ, Philip John Andrew Ferris","Dandelion #2",1967,"mixed media","127 x 91 cm / 50"" x 35 7/8""","mixed media"
202,644289,"AZIZ, Philip John Andrew Ferris","Hamlet  28/30",1976,lithograph,"75.6 x 75.6 cm / 29.8"" x 29.8""; frame: 89 x 89 cm / 35"" x 35""","work on paper"
203,649361,"AZIZ, Philip John Andrew Ferris","Hon. John Parmenter Robarts, PC, CC, OC, DCL, LL D, 1973 [Premier of Ontario, 1961-71]",1973,"tempera on board","55.6 x 43.5 cm / 21 7/8"" x 17 1/8""",portrait
204,649362,"AZIZ, Philip John Andrew Ferris","Hon. John Parmenter Robarts, PC, CC, OC, DCL, LL D, 1973 [Premier of Ontario, 1961-71]",1972-1973,"ink drawing","61.6 x 48.9 x 7 cm / 24 1/4"" x 19 1/4"" x 2 1/4""",portrait
205,649363,"AZIZ, Philip John Andrew Ferris","Hon. John Parmenter Robarts, PC, CC, OC, DCL, LL.D, 1972 [Premier of Ontario, 1961-71]",1972,"charcoal on paper","61 x 43.2 cm / 24"" x 17""",portrait
206,649368,"AZIZ, Philip John Andrew Ferris","Hon. John Parmenter Robarts, PC, CC, OC, DCL, LL.D, 1972 [Premier of Ontario, 1961-71]",1972,"charcoal on paper","57.2 x 47.4 cm / 22 1/2"" x 18 5/8""",portrait
207,644290,"AZIZ, Philip John Andrew Ferris","King Lear  29/30",1976,lithograph,"75.6 x 75.6 cm / 29.8"" x 29.8""; frame: 89 x 89 cm / 35"" x 35""","work on paper"
208,649366,"AZIZ, Philip John Andrew Ferris","Pine Forest - Life Cycle of Pine Tree #10",1968,"mixed media","168.5 x 117 x 9 cm / 66 3/8"" x 46 1/8"" x 3 1/2"" (frame integral part of work)","mixed media"
209,649364,"AZIZ, Philip John Andrew Ferris",Tikal,1974,"mixed media","180.4 x 129.6 x 7.7 cm / 71"" x 51"" x 3"" (frame integral part of work)","mixed media"
210,101055,"BABIARZ, Edward",Surfacing,2008,"mixed media","44.4 x 78.7 cm / 17 1/2"" x 31""","mixed media"
211,619974,"BACHINSKI, Walter Joseph Gerard","Mother Holding Child",1977,bronze,"137.2 x 114.3 cm / 54"" x 45""",sculpture
212,619966,"BACHINSKI, Walter Joseph Gerard","Mother Holding Child [maquette]","c. 1977","mixed media","20.3 x 48.3 x 15.2 cm / 8"" x 19"" x 6""","mixed media"
213,630151,"BACHINSKI, Walter Joseph Gerard","Red Begonias",1981,"pastel on paper","148.6 x 155.6 cm / 58 1/2"" x 61 1/4""","work on paper"
214,633754,"BACHINSKI, Walter Joseph Gerard","Summer [maquette]",n.d.,"pastel on paper","sight l & r panels: 30.5 x 10.2 cm / 12"" x 4""; centre: 30.5 x 20.3 cm / 12"" x 8""","work on paper"
215,658657,"BACHINSKI, Walter Joseph Gerard","The Four Seasons [4 panels]",n.d.,"pastel on paper","213 x 107 cm / 83 7/8"" x 42 1/8"" each","work on paper"
216,658658,"BACHINSKI, Walter Joseph Gerard","The Four Seasons [maquette]",n.d.,"pastel on paper","overall: 35.5 x 71.3 cm / 14"" x 28 1/8""; plexi box: 37 x 73 x 8 cm / 14 1/2"" x 28 3/4"" x 3 1/8""","work on paper"
217,640738,"BACHINSKI, Walter Joseph Gerard","Untitled [maquette]",1986,"pastel on paper","26.7 x 53.7 cm / 10 1/2"" x 21 1/8""","work on paper"
218,100109,"BAIC, Theresa","Harbour Sunset",1990,"watercolour on paper","28 x 38 cm / 11"" x 15""","work on paper"
219,100110,"BAIC, Theresa","My North Country",1989,"watercolour on paper","57 x 41 cm / 22 7/16"" x 16 1/8""","work on paper"
220,619779,"BAILEY, Daisy",Blizzard/Thaw,1966-1968,"enamel on copper","264.2 x 99.1 cm / 104"" x 39""","mixed media"
221,619904,"BAILEY, Daisy","Blizzard/Thaw [maquette]","c. 1966-1968","mixed media","65.4 x 49.5 cm / 25 3/4"" x 19 1/2""","mixed media"
222,619906,"BAIRD, Ronald Arnott","Blind Toad with His Stash",1977,etching,"sight: 55.9 x 50.8 cm / 22"" x 20""; image: 38.7 x 37.8 cm / 15 1/4"" x 14 7/8""","work on paper"
223,619912,"BAIRD, Ronald Arnott","Night Flight",1977,etching,"sight: 46.4 x 37.5 cm / 18 1/4"" x 14 3/4""; image: 32.4 x 24.8 cm / 12 3/4"" x 9 3/4""","work on paper"
224,618688,"BAIRD, Ronald Arnott",Untitled,"c. 1977","mixed media","32.1 x 66 x 20.6 cm / 12 5/8"" x 26"" x 8 1/8""","mixed media"
225,619742,"BAIRD, Ronald Arnott",Untitled,"c. 1977",Stelcoloy,"[1] 609 x 152.5 x 305 cm / 239 3/4"" x 60"" x 120 1/8""; [2] 366 x 152.5 x 305 cm / 144 1/8"" x 60"" x 120 1/8""; [3] 488 x 152.5 x 305 cm / 192 1/8"" x 60"" x 120 1/8""",sculpture
226,623337,"BAIRD, Ronald Arnott","Untitled [maquette]","c. 1979",wood,"16.5 x 35.6 x 17.1 cm / 6 1/2"" x 14"" x 6 3/4""",sculpture
227,633755,"BAIRD, Ronald Arnott","Untitled [maquette]",n.d.,"mixed media","sculpture: 41.9 x 17.8 x 24.8 cm / 16 1/2"" x 7"" x 9 3/4""; base: 4 x 22.9 x 16.5 cm / 1.6"" x 9"" x 6 1/2""; wood case: 6 x 49.5 x 27 cm / 2 3/8"" x 19 1/2"" x 10 5/8""","mixed media"
228,661688,"BAIRD, Ronald Arnott","Untitled [maquette]",1991,"mixed media","crated: 61.5 x 56 x 74.3 cm / 24 1/4"" x 22"" x 29 1/4""","mixed media"
229,661651,"BAIRD, Ronald Arnott & Lynda","The Spirit Walk [maquette]",1991,"mixed media","43.2 x 20 x 34.3 cm / 17"" x 7 7/8"" x 13 1/2""","mixed media"
230,101056,"BAKER, Janet","Ontario Autumn",2011,"acrylic on board","diptych: 60.9 x 50.8 cm / 24"" x 20"" each",painting
231,100402,"BARKHOUSE, Mary Anne",Persevere,2006,bronze,"bronze: 26 cm x 20.6 cm x 12.7 cm / 10 1/4"" x 8 1/8"" x 5""; cushion: 47 cm x 52 cm / 18 1/2"" x 20 1/2""",sculpture
232,637625,"BARNES, Archibald George","Anna Ketha Pickett Henry [Mrs. George S. Henry]","c. 1934","oil on canvas","102 x 89.5 cm / 40 1/4"" x 35 1/4""",portrait
233,622073,"BARNES, Archibald George","Building a Squared Pine Timber Raft",1881,"oil on canvas","59.7 x 90.2 cm / 23 1/2"" x 35 1/2""",painting
234,623071,"BARNES, Archibald George","Harold E. Elborn, LL D",n.d.,"oil on canvas","100.3 x 85.1 cm / 39 1/2"" x 33 1/2""",portrait
235,637415,"BARNES, Archibald George","Hon. George Stewart Henry, BA, LL D [Premier of Ontario 1930-34]",n.d.,"oil on canvas","127 x 101.6 cm / 50"" x 40""",portrait
236,692718,"BARNES, Archibald George","Hon. Thomas Ashmore Kidd [Speaker of the Ontario Legislature, 1930-33]",1935,"oil on canvas","124.5 x 99.1 cm / 49"" x 39""; frame: 158 x 122 cm / 62 1/4"" x 48""",portrait
237,692715,"BARNES, Archibald George","Hon. William James Stewart, CBE [Speaker of the Ontario Legislature, 1944-47]","c. 1950","oil on canvas","125.7 x 99.1 cm / 49 1/2"" x 39""; frame: 158 x 122 cm / 62 3/16"" x 48""",portrait
238,624439,"BARNES, Archibald George","Ontario Sportsman",n.d.,"oil on canvas","127 x 101.6 cm / 50"" x 40""",portrait
239,623085,"BARNES, Archibald George","Robert A. Johnston, B Paed [Principal of Toronto Teachers' College, 1948-63]",n.d.,"oil on canvas","99.7 x 84.5 cm / 39 1/4"" x 33 1/4""",portrait
240,642656,"BARNETT, David Peter","Air Show XlV",1985,"acrylic on canvas","197 x 564 cm / 77 1/2"" x 222""",painting
241,633135,"BARNETT, David Peter","Airshow [maquette]",n.d.,"mixed media","image: 19.4 x 121.3 cm / 7 5/8"" x 47 3/4""; board: 43.8 x 136.5 cm / 17 1/4"" x 53 3/4""","mixed media"
242,633756,"BARNETT, David Peter","Crowd Amongst Rocks [maquette]",1983,"graphite & wc/paper","43.2 x 76.8 cm / 17"" x 30 1/4""","work on paper"
243,640727,"BARNETT, David Peter","Untitled [maquette]",1986,"mixed media","30.5 x 69.2 cm / 12"" x 27 1/4""","mixed media"
244,661709,"BARRETT, Freda","Atmospherics - Desolation",1992,"mixed media","122.0 x 152.5 cm / 48"" x 60""","mixed media"
245,661712,"BARRETT, Freda","Untitled [maquette, 3 parts]",n.d.,"mixed media","[1] 20.5 x 30.5 cm / 8 1/8"" x 12""; [2] 33.2 x 25.5 cm / 13 1/8"" x 10""","mixed media"
246,661708,"BARRETT, Freda","Waterfront Marina",1992,"mixed media","91.5 x 183 cm / 36"" x 72""; frame: 93 x 183.5 cm / 36 5/8"" x 72 1/4""","mixed media"
247,619954,"BARRY, Anne Meredith","Northern Pattern #6 - Quiet Pool  1/50",n.d.,collagraph,"sight: 58.7 x 52.4 cm / 23 1/8"" x 20 5/8""; image: 52.7 x 50.2 cm / 20 3/4"" x 19 3/4""","work on paper"
248,619953,"BARRY, Anne Meredith","Twilight  AP I",n.d.,collagraph,"sight: 54.6 x 43.1 cm / 21 1/2"" x 17""; image: 50.8 x 40.3 cm / 20"" x 15 7/8""","work on paper"
249,632700,"BARTOLOZZI, Francesco","Esq. Thornhill persuades Olivia to Elope with Him (after Johann Heinrich Ramberg 1763-1840)",1787,engraving,"sight: 36.8 x 33 cm / 14 1/2"" x 13""; image, tondo: 29.2 cm / 11 1/2"" dia.","work on paper"
250,658506,"BARTON, Donald","Cross Form #6",n.d.,textile,"76.2 x 96.5 cm / 30"" x 38""",textile
251,658507,"BARTON, Donald","Cross Form #7",n.d.,textile,"76.2 x 99 cm / 30"" x 39""",textile
252,658504,"BARTON, Donald","Form #11",n.d.,textile,"58.4 x 83.8 cm / 23"" x 33""",textile
253,658505,"BARTON, Donald","Form #5",n.d.,textile,"76.2 x 101.6 cm / 30"" x 40""",textile
254,658508,"BARTON, Donald","Form #8",n.d.,textile,"76.2 x 99 cm / 30"" x 39""",textile
255,658509,"BARTON, Donald","Form #9",n.d.,textile,"76.2 x 94 cm / 30"" x 37""",textile
256,658503,"BARTON, Donald","Running Bird",n.d.,textile,"71 x 95.3 cm / 28"" x 37 1/2""",textile
257,622670,"BARTRAM, Edward John (Ed)","Bronze Relief  A/P",1970,etching,"sight: 73.7 x 57.2 cm / 29"" x 22 1/2""; image: 69.9 x 55.2 cm / 27 1/2"" x 21 3/4""","work on paper"
258,661765,"BARTRAM, Edward John (Ed)","Georgian Suite #61  58/85",1989,etching,"22.3 x 29.9 cm / 8 3/4"" x 11 3/4""","work on paper"
259,619925,"BARTRAM, Edward John (Ed)","Island North 17/40","c. 1977",etching,"sight: 97.8 x 70.5 cm / 38 1/2"" x 27 3/4""; image: 78.7 x 57.8 cm / 31"" x 22 3/4""","work on paper"
260,619924,"BARTRAM, Edward John (Ed)","Rockscape #9 - Northern Image Series  18/40",1977,etching,"sight: 71.1 x 102.9 cm / 28"" x 40 1/2""; image: 59.7 x 89.5 cm / 23 1/2"" x 35 1/4""","work on paper"
261,640577,"BARTRAM, Edward John (Ed)","Striped Rock, Precambrian Shield  30/50",1980,etching,"52.7 x 63 cm / 20 3/4"" x 24 15/16""","work on paper"
262,619846,"BARUCCI, Pietro","Untitled [pastorale]",1874,"oil on canvas","74.9 x 100.3 cm / 29 1/2"" x 39 1/2""",painting
263,100460,"BASMADJIAN, Janet","The Pigeon Project [park bench with dog]",1988,"mixed media","park bench: 118 x 163.9 cm / 46 1/2"" x 64 1/2"" (and various); dog: 74.3 x 82 cm / 29 1/4"" x 32 1/4"" (and various)","mixed media"
264,631232,"BATEMAN, Robert","At Long Point","c. 1969","tempera on board","90.2 x 60.3 cm / 35 1/2"" x 23 3/4""",painting
265,100368,"BATTEN, Anthony","Morning Rush Hour",2002,"watercolour on paper","55.9 x 76.2 cm / 22"" x 30""; frame: 85.7 x 103.6 cm / 33 3/4"" x 40 3/4""","work on paper"
266,618680,"BAUMAN, Bonnie","Effusion  3/5",1976,serigraph,"86.4 x 6 cm / 34"" x 2 3/8""","work on paper"
267,101037,"BAYEFSKY, Aba","Creation ? Rainbow Spirit",1990,"oil on canvas","127 x 101.6 cm / 50"" x 40""",painting
268,101038,"BAYEFSKY, Aba","Hurtling Figure",1972,"oil on canvas","172.7 x 122 cm / 68"" x 48""",painting
269,619777,"BAYEFSKY, Aba","Indian Legends",1968,"acrylic on plaster","264.2 x 199.4 cm / 104"" x 78 1/2""",painting
270,101039,"BAYEFSKY, Aba","Jonah Son of Amitai [Jonah and the Whale]",1987,"oil on canvas","122 x 152.4 cm / 48"" x 60""",painting
271,100309,"BAYEFSKY, Aba","Kensington Market",1975,"watercolour on paper","78 x 56 cm / 30"" x 22""; frame: 100.5 x 80 cm / 39 3/4"" x 31 1/2""","work on paper"
272,101040,"BAYEFSKY, Aba","The Market Place ? October",1957,"oil on canvas","109.2 x 122 cm / 43"" x 48""",painting
273,101041,"BAYEFSKY, Aba","The Seasons ? Summer",1971,"oil on canvas","101.6 x 76.2 cm / 40"" x 30""",painting
274,101042,"BAYEFSKY, Aba","The Seasons ? Winter",1966,"oil on canvas","101.6 x 76.2 / 40"" x 30""",painting
275,100314,"BAYEFSKY, Aba","Totem Forms",1972,"oil on canvas","101.5 cm x 75.7 cm / 40"" x 29 3/4""",painting
276,100480,"BAYEFSKY, Aba","Two Figures [Kensington Market]",1964,"oil on canvas","94 x 124.5 cm / 37"" x 49""",painting
277,100479,"BAYEFSKY, Aba","Untitled [group with kites]",1952,"oil on canvas","107 x 147.5 cm / 42"" x 58""",painting
278,101043,"BAYEFSKY, Aba","Untitled [Group with Kites] 2",1952,"oil on canvas","152.4 x 182.9 cm / 60"" x 72""",painting
279,100310,"BAYEFSKY, Aba","Untitled [Kensington Market]",1976,"watercolour on paper","19.9 x 13.5 cm / 7 3/4"" x 5 1/4""; frame: 47.6 x 37.5 cm / 18 1/4"" x 14 1/4""","work on paper"
280,100310-01,"BAYEFSKY, Aba","Untitled [Kensington Market]",1990,"watercolour on paper","20.5 x 14.3 cm / 8 1/8"" x 5 5/8""; frame: 60.3 x 49.5 cm / 23 3/4"" x 19 1/2""","work on paper"
281,100311,"BAYEFSKY, Aba","Untitled [Kensington Market]",1990,"watercolour on paper","20.5 cm x 14.3 cm / 8 1/8"" x 5 5/8""; frame: 60.3 x 49.5 cm / 23 3/4"" x 19 1/2""","work on paper"
282,100312,"BAYEFSKY, Aba","Untitled [Kensington Market]",1990,"watercolour on paper","20.5 cm x 14.5 cm / 8 1/8"" x 5 3/4""; frame: 60.3 x 49.5 cm / 23 3/4"" x 19 1/2""","work on paper"
283,100313,"BAYEFSKY, Aba","Untitled [Kensington Market]",1992,"watercolour on paper","22.0 cm x 14.3 cm / 8 5/8"" x 5 5/8""; frame: 60.3 x 49.5 cm / 23 3/4"" x 19 1/2""","work on paper"
284,101044,"BAYEFSKY, Aba","Woman in Orange",1959,"oil on canvas","132.1 x 101.6 cm / 52"" x 40""",painting
285,658461,"BEAM, Carl","Einstein & Sitting Bull  AP",n.d.,print,"75 x 119.5 cm / 29 1/2"" x 47""; frame: 94 x 135.9 cm / 37"" x 53 1/2""","work on paper"
286,625786,"BEAM, Carl","Inter-Stellar Village Communion  A/P",1980,etching,"actual: 76.2 x 56.5 cm / 30"" x 22 1/4""; image: 62.9 x 45.1 cm / 24 3/4"" x 17 3/4""","work on paper"
287,625787,"BEAM, Carl","Plexiglas Landscape [formerly Untitled]",1980,"mixed media","186.7 x 124.5 cm / 73 1/2"" x 49""","mixed media"
288,100096,"BEAM, Carl","Reconstruction Work",1987,"mixed media","157.5 x 121.5 cm / 62"" x 47 7/8""","mixed media"
289,625784,"BEAM, Carl","Secret Geometry",1980,"watercolour on paper","80.6 x 58.4 cm / 31 3/4"" x 23""; frame: 99 x 76.2 cm / 39"" x 30""","work on paper"
290,625783,"BEAM, Carl","Secret Geometry II",1980,"watercolour on paper","81.6 x 60.3 cm / 32 1/8"" x 23 3/4""","work on paper"
291,625785,"BEAM, Carl","Secret Geometry, Triangles",1980,"watercolour on paper","59.7 x 81.9 cm / 23 1/2"" x 32 1/4""; frame: 78.8 x 99.1 cm / 31"" x 39""","work on paper"
292,658471,"BEAM, Carl","Untitled [maquette]",n.d.,"mixed media","frame: 110 x 282 cm; 43"" x 111""","mixed media"
293,101142,"BEASANT, Matthew",Migrant,2013,"acrylic on canvas","60.9 x 121.9 cm / 24"" x 48""",painting
294,101143,"BEASANT, Matthew",Well,2013,"acrylic on canvas","182.8 x 91.4 cm / 72"" x 36""",painting
295,622065,"BEATTY, John William","Evening on the Seine, Near Paris",1903,"oil on canvas","sight: 50.1 x 65.3 cm / 19 3/4"" x 25 3/4""; frame: 70 x 85 cm / 27 1/2"" x 33 1/2""",painting
296,622063,"BEATTY, John William","On the Moors, Laren, N.H. [North Holland]",1909,"oil on canvas","sight: 68.7 x 81.3 cm; frame: 88.5 x 101 cm",painting
297,619778,"BEAUCHEMIN, Micheline",A-B1,1968,tapestry,"433.1 x 327.7 cm / 170 1/2"" x 129""",textile
298,619997,"BEAUCHEMIN, Micheline","A-B1 [maquette]",1968,"watercolour on paper","35.6 x 27.3 cm / 14"" x 10 3/4""","work on paper"
